"","X1056201630_Count_SCREENING","X1056201652_Count_SCREENING","X1056201723_Count_SCREENING","X1056201734_Count_SCREENING","X1056201763_Count_SCREENING","X1056201766_Count_SCREENING","X1093501642_Count_SCREENING","X1093501649_Count_SCREENING","X1093501690_Count_SCREENING","X1245501789_Count_SCREENING","X1322701679_Count_SCREENING","X1351901585_Count_SCREENING","X1351901590_Count_SCREENING","X1351901699_Count_SCREENING","X1351901743_Count_SCREENING","X1351901799_Count_SCREENING","X1371101668_Count_SCREENING","X1371101712_Count_SCREENING","X2000044446_Count_SCREENING","X2000044709_Count_SCREENING","X2000044739_Count_SCREENING","X2000044755_Count_SCREENING","X2000044784_Count_SCREENING","X2000134826_Count_SCREENING","X2000167902_Count_SCREENING","X2000199725_Count_SCREENING","X2000206731_Count_SCREENING","X2000206742_Count_SCREENING","X2000206980_Count_SCREENING","X2000210806_Count_SCREENING","X2000210942_Count_SCREENING","X10562011366_Count_SCREENING","X10562011565_Count_SCREENING","X10562011581_Count_SCREENING","X12455011536_Count_SCREENING","X13227011150_Count_SCREENING","X13519011344_Count_SCREENING","X13519011345_Count_SCREENING","X13519011353_Count_SCREENING","X20000891275_Count_SCREENING","X20001081074_Count_SCREENING","X20001351017_Count_SCREENING","X20001351914_Count_SCREENING","X20001352321_Count_SCREENING","X20001371882_Count_SCREENING","X20001971574_Count_SCREENING","X20001971832_Count_SCREENING","X20001991312_Count_SCREENING","X20002061151_Count_SCREENING","X20002061360_Count_SCREENING","X20002062054_Count_SCREENING","X20002081760_Count_SCREENING","X20002081893_Count_SCREENING","X20002091885_Count_SCREENING","X20002101827_Count_SCREENING","X20002111327_Count_SCREENING","X20002111889_Count_SCREENING","X20002131864_Count_SCREENING","X20002132350_Count_SCREENING","X20002181234_Count_SCREENING","X20002181334_Count_SCREENING","X20004391109_Count_SCREENING","X20004391114_Count_SCREENING","X20007341206_Count_SCREENING","X20007341222_Count_SCREENING","X20007341336_Count_SCREENING","X20007341420_Count_SCREENING","X20011092291_Count_SCREENING","X1056201630_Count_PRE_INFUSION","X1056201652_Count_PRE_INFUSION","X1056201734_Count_PRE_INFUSION","X1056201763_Count_PRE_INFUSION","X1056201766_Count_PRE_INFUSION","X1093501642_Count_PRE_INFUSION","X1093501649_Count_PRE_INFUSION","X1093501690_Count_PRE_INFUSION","X1245501789_Count_PRE_INFUSION","X1322701679_Count_PRE_INFUSION","X1351901585_Count_PRE_INFUSION","X1351901590_Count_PRE_INFUSION","X1351901743_Count_PRE_INFUSION","X1351901799_Count_PRE_INFUSION","X1371101668_Count_PRE_INFUSION","X1371101712_Count_PRE_INFUSION","X2000044446_Count_PRE_INFUSION","X2000044709_Count_PRE_INFUSION","X2000044739_Count_PRE_INFUSION","X2000044755_Count_PRE_INFUSION","X2000044784_Count_PRE_INFUSION","X2000134826_Count_PRE_INFUSION","X2000167902_Count_PRE_INFUSION","X2000199725_Count_PRE_INFUSION","X2000206742_Count_PRE_INFUSION","X2000206980_Count_PRE_INFUSION","X2000210806_Count_PRE_INFUSION","X2000210942_Count_PRE_INFUSION","X2000211830_Count_PRE_INFUSION","X10562011366_Count_PRE_INFUSION","X10562011565_Count_PRE_INFUSION","X12455011536_Count_PRE_INFUSION","X13227011150_Count_PRE_INFUSION","X13519011353_Count_PRE_INFUSION","X13711011381_Count_PRE_INFUSION","X20000891275_Count_PRE_INFUSION","X20001081074_Count_PRE_INFUSION","X20001331759_Count_PRE_INFUSION","X20001351017_Count_PRE_INFUSION","X20001351914_Count_PRE_INFUSION","X20001352321_Count_PRE_INFUSION","X20001371882_Count_PRE_INFUSION","X20001971574_Count_PRE_INFUSION","X20001971832_Count_PRE_INFUSION","X20001991312_Count_PRE_INFUSION","X20002061151_Count_PRE_INFUSION","X20002061360_Count_PRE_INFUSION","X20002062054_Count_PRE_INFUSION","X20002081893_Count_PRE_INFUSION","X20002091885_Count_PRE_INFUSION","X20002101827_Count_PRE_INFUSION","X20002111889_Count_PRE_INFUSION","X20002131864_Count_PRE_INFUSION","X20002181234_Count_PRE_INFUSION","X20002181334_Count_PRE_INFUSION","X20004391109_Count_PRE_INFUSION","X20004391114_Count_PRE_INFUSION","X20007341206_Count_PRE_INFUSION","X20007341222_Count_PRE_INFUSION","X20007341336_Count_PRE_INFUSION","X20007341420_Count_PRE_INFUSION","X20011092291_Count_PRE_INFUSION","X1056201630_Count_DOSE_2","X1056201652_Count_DOSE_2","X1056201723_Count_DOSE_2","X1056201734_Count_DOSE_2","X1056201763_Count_DOSE_2","X1056201766_Count_DOSE_2","X1093501642_Count_DOSE_2","X1093501649_Count_DOSE_2","X1093501690_Count_DOSE_2","X1322701679_Count_DOSE_2","X1351901585_Count_DOSE_2","X1351901590_Count_DOSE_2","X1351901743_Count_DOSE_2","X1351901799_Count_DOSE_2","X1371101668_Count_DOSE_2","X1371101712_Count_DOSE_2","X2000044446_Count_DOSE_2","X2000044739_Count_DOSE_2","X2000044755_Count_DOSE_2","X2000044784_Count_DOSE_2","X2000134826_Count_DOSE_2","X2000199725_Count_DOSE_2","X2000206731_Count_DOSE_2","X2000206742_Count_DOSE_2","X2000206980_Count_DOSE_2","X2000210806_Count_DOSE_2","X2000210942_Count_DOSE_2","X2000211830_Count_DOSE_2","X10025011361_Count_DOSE_2","X10562011366_Count_DOSE_2","X10562011565_Count_DOSE_2","X12455011536_Count_DOSE_2","X13227011150_Count_DOSE_2","X13519011344_Count_DOSE_2","X13519011345_Count_DOSE_2","X13519011353_Count_DOSE_2","X13711011381_Count_DOSE_2","X20000891275_Count_DOSE_2","X20001081074_Count_DOSE_2","X20001331759_Count_DOSE_2","X20001351017_Count_DOSE_2","X20001352321_Count_DOSE_2","X20001971574_Count_DOSE_2","X20001991312_Count_DOSE_2","X20002061360_Count_DOSE_2","X20002062054_Count_DOSE_2","X20002081760_Count_DOSE_2","X20002081893_Count_DOSE_2","X20002091874_Count_DOSE_2","X20002091885_Count_DOSE_2","X20002101827_Count_DOSE_2","X20002111327_Count_DOSE_2","X20002132350_Count_DOSE_2","X20002181234_Count_DOSE_2","X20004391109_Count_DOSE_2","X20004391114_Count_DOSE_2","X20007341206_Count_DOSE_2","X20007341222_Count_DOSE_2","X20007341336_Count_DOSE_2","X20007341420_Count_DOSE_2","X20011092291_Count_DOSE_2"
"TRBV5-6_TRBJ2-7",0.00412087912087912,0.00314630309386471,0.00252365930599369,0.00287061718269428,0.00246710526315789,0.00306830309498399,0.00308994424665816,0.00308268193328196,0.00359798512832814,0.00106237668842009,0.00265883011474951,0.001743679163034,0.00307251126587464,0.00296943231441048,0.00223480333730632,0.00340490584393023,0.00413576725613234,0.00206335720354412,0.0025130485211676,0.00395048722675797,0.00398713826366559,0.000983929157100689,0.00212601468882876,0.00260774087290694,0.00279850746268657,0.00468315527586712,0.00275988960441582,0.00347739692001987,0.00362976406533575,0.00283142151880354,0.00353982300884956,0.00250668449197861,0.00269806230071131,0.00373412994772218,0.00265339966832504,0.00195488721804511,0.00263065591020694,0.00278773397052967,0.00273822562979189,0.00159853847910482,0.00446590223295112,0.00294985250737463,0.00389779125162408,0.00177462289263532,0.00303300624442462,0.00432900432900433,0.00311341734618236,0.00402530189764232,0,0.00329346507193621,0.00288878189696678,0.00136612021857923,0.00367985280588776,0.00453047775947282,0.00286607608129234,0.00377287304282211,0.00374431666220915,0.00315656565656566,0.00250208507089241,0.00407761529808774,0.00370612600828428,0.00254652301665034,0.00475624256837099,0.00276692708333333,0.00324851109907959,0.00280373831775701,0.00189804772234273,0.00286532951289398,0.00340715502555366,0.00225281602002503,0.00317460317460317,0.00689655172413793,0.000904977375565611,0.00277264325323475,0.00339715873996294,0.00229132569558101,0.00198771232381641,0.00358072916666667,0,0.00251474997581971,0.00253974226319255,0.0021969696969697,0.00531914893617021,0.00220264317180617,0.00212715670054361,0.00397526501766784,0.00221181368722352,0.00203779177473138,0.00127746550843127,0.00262762762762763,0.00159018627896411,0.00340553058166462,0.00428194993412385,0.00201387334974267,0.00307110796125679,0.00301507537688442,0.00744047619047619,0.00578512396694215,0.00240847784200385,0.00245342329218738,0.00279789335088874,0.00252938550810891,0.000550155877498625,0.0026841634357292,0.00431938788103172,0.00390625,0.00247138397502601,0.00424701561065197,0.00214745884037223,0.00402060560371906,0.00318606627017842,0.00339784310828778,0.00275862068965517,0.00162425554953979,0.003942828979793,0.00180995475113122,0.00305518426580103,0.00418152748739392,0.00290023201856148,0.00507430228343603,0.00382490437739057,0.00642496558054153,0.00673400673400673,0.000527704485488127,0.00470843897138718,0.00318661621190998,0.00403632694248234,0.00129198966408269,0.000338638672536404,0.00196850393700787,0.00388198757763975,0.00318979266347687,0.000723065798987708,0.00624645088018171,0.0029753049687593,0.00176438653637351,0.00291433392131298,0.00229588176208925,0.0025974025974026,0.00248138957816377,0.00278706800445931,0.00336806651931376,0.0025706940874036,0.00346928414283297,0.0040457343887423,0.00184729064039409,0.00347730600292826,0.00299212598425197,0.00174786978370111,0.00170913610938471,0.00722623679822123,0.00548993511894859,0.00146198830409357,0.00371195248700817,0.00356737473650073,0.00261158594491928,0.000674763832658569,0.00436871996505024,0.00244798041615667,0.00531697341513292,0.00303398058252427,0.00403225806451613,0.00396750425089741,0.00241837968561064,0.00267952840300107,0.00267073636016788,0.000848752334068919,0.00375872561303025,0.00698324022346369,0.00461133069828722,0.00405405405405405,0.00338409475465313,0.00245183887915937,0.00382447665056361,0.00454910355900455,0.00252764612954186,0.00334868145667643,0.00256702795208214,0.00377693845812042,0.0039564787339268,0.00409356725146199,0.00380549682875264,0.00290739933129815,0.0046029919447641,0.00144519112652648,0.00372856077554064,0.00347771103382864,0.00447427293064877,0.0063626723223754,0.00126984126984127,0.00113090189426067
"TRBV5-7_TRBJ1-1",NA,NA,NA,0,NA,0.000133404482390608,NA,0.000110095783331498,NA,0.000151768098345728,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.00012070006035003,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.000529100529100529,NA,0,NA,0,NA,0,NA,NA,NA,9.40645282663907e-05,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.000329380764163373,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0.000114784205693297,NA,NA,NA,0.000147732309055991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000336360578540195,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,0.00012853470437018,NA,NA,NA,NA,NA,NA,7.76880049720323e-05,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.000310173697270471,NA,NA,NA,NA,NA,NA,0,NA,0.000168918918918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.000282725473565168
"TRBV5-7_TRBJ1-2",NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0.000148986889153754,NA,NA,NA,NA,NA,0,0.000163988192850115,9.66370313103981e-05,NA,NA,NA,NA,NA,NA,7.26005517641934e-05,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130276185513288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.000327332242225859,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.000130106687483737,0,8.51643672287515e-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7.66694778808556e-05,NA,NA,NA,0.000149120190873844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000148765248437965,NA,7.66929979292891e-05,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ1-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000228362639872117,NA,NA,NA,0.000295770482105886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130276185513288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.000185253797702853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000297574765659872,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012853470437018,NA,NA,NA,0.000183016105417277,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000102417042195821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000336360578540195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"TRBV5-7_TRBJ1-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000139938427092079,NA,NA,NA,0,0.000138975748731846,NA,NA,0,NA,NA,NA,NA,NA,0.000373134328358209,NA,NA,NA,0,7.26005517641934e-05,NA,NA,0,NA,0,0.000150375939849624,NA,NA,NA,0,0,0,NA,NA,NA,0.00020614306328592,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9.40645282663907e-05,0,NA,NA,0.000236350744504845,NA,NA,NA,NA,NA,0,NA,NA,0.000111881852763482,0,NA,NA,NA,9.63391136801541e-05,7.66694778808556e-05,0,NA,NA,0,0.000123411082315192,NA,0.000130072840790843,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.000116009280742459,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,8.46166864105602e-05,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.00016215339711367,0.000237416904083571,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.000178986933953821,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.000383582662063675,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ1-6",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000589970501474926,NA,NA,NA,0.00033167495854063,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,7.57575757575758e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66929979292891e-05,NA,NA,NA,NA,NA,0.00012853470437018,8.46166864105602e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.000168918918918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ2-1",NA,NA,NA,NA,NA,NA,6.71727010143078e-05,0.000110095783331498,NA,0.000151768098345728,NA,NA,NA,NA,0,6.94878743659232e-05,0.000142612664004564,NA,NA,NA,NA,0.000163988192850115,NA,NA,NA,NA,NA,NA,NA,7.26005517641934e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000228362639872117,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.000267451190157796,NA,NA,NA,0.000218007412252017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,9.40645282663907e-05,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.00023623907394283,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000123411082315192,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.00012298610257041,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.000175131348511384,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000167112299465241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.000173340266944011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000279955207166853,0.000100120144173008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.000183385292499542,NA,NA,NA,NA,0.000114784205693297,NA,0.000125643925116221,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46166864105602e-05,0,0.000153940886699507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000102417042195821,NA,NA,6.94878743659232e-05,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.26005517641934e-05,NA,0.000167112299465241,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.000188643652141105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7.57575757575758e-05,NA,NA,0.000236350744504845,NA,NA,NA,0,NA,NA,NA,NA,NA,0.00047247814788566,NA,NA,0,NA,NA,NA,NA,NA,0.000149120190873844,NA,NA,NA,NA,NA,NA,NA,0.000147732309055991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,7.76880049720323e-05,NA,NA,NA,NA,NA,0.000474833808167142,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ2-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000151768098345728,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.000122639195486878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.000100120144173008,NA,0.000441696113074205,NA,NA,NA,NA,NA,NA,NA,5.59409263817409e-05,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000147732309055991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ2-5",NA,NA,0,NA,0.000137061403508772,NA,NA,NA,NA,0.000151768098345728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012070006035003,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021043771043771,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130106687483737,NA,8.51643672287515e-05,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.000147732309055991,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.000336360578540195,NA,NA,NA,NA,NA,0.000241021932995903,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0.000371195248700817,NA,NA,NA,0.000436871996505024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"TRBV5-7_TRBJ2-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130106687483737,NA,8.51643672287515e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBV5-7_TRBJ2-7",NA,0.000524383848977452,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0.000297973778307509,NA,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0.00033167495854063,0.000150375939849624,NA,NA,NA,NA,0.00012070006035003,NA,NA,NA,NA,NA,0.000148257968865827,NA,NA,NA,NA,NA,NA,NA,0.000260552371026576,NA,NA,NA,0.000139004726160689,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,9.67211529161428e-05,9.40645282663907e-05,NA,0,0.000100120144173008,0.000236350744504845,NA,0.000130106687483737,NA,0,NA,NA,0.000136221223266585,NA,NA,0.00023623907394283,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.000181093806591815,0.000199163513244374,0.000336360578540195,NA,NA,NA,NA,0,NA,NA,NA,0.000135722041259501,NA,NA,NA,NA,NA,0,0,NA,0.000175901495162709,0,0,0,NA,7.76880049720323e-05,NA,0,NA,NA,NA,0,0.000674763832658569,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.000383582662063675,NA,0,0,0,NA,NA,NA
